passenger_id,real_start_date,real_start_time,start_time,end_time,OD_id,start_ver,end_ver,orginal_start_ver,orginal_end_ver,original_distance,final_distance,matching_or,shared_distance,detour,gap,matching_id,matching_type,matching_ver,
15572,2017-07-01,2017-07-01 12:06,710.0,719.2,20895,535,673,339,673,3089.77,3089.77,1,3089.77,0.00,0.00,15540,0,535,
14345,2017-07-01,2017-07-01 11:46,690.0,719.2,5967,219,393,219,390,6794.68,7222.23,1,6186.85,427.55,629.39,14285,0,219,
14090,2017-07-01,2017-07-01 11:42,686.0,719.2,2937,32,26,296,26,8973.34,10364.22,1,5643.06,1390.87,0.00,14302,1,32,
15965,2017-07-01,2017-07-01 12:11,715.0,719.2,2034,193,708,193,534,1370.94,1370.94,1,1370.94,0.00,0.00,15815,0,193,
14165,2017-07-01,2017-07-01 11:43,687.0,719.3,17018,196,614,196,614,8147.82,9130.99,1,8458.67,983.18,672.32,14328,1,196,
15058,2017-07-01,2017-07-01 11:58,702.0,719.3,272,224,582,218,649,3279.69,3922.91,1,2156.91,643.22,974.37,15020,0,224,
15515,2017-07-01,2017-07-01 12:05,709.0,719.3,839,380,11,380,11,1867.36,1867.36,1,1867.36,0.00,1035.22,15332,0,380,
14708,2017-07-01,2017-07-01 11:52,696.0,719.3,4685,107,663,107,663,5221.79,5403.60,1,1908.78,181.81,0.00,14982,2,380,
15333,2017-07-01,2017-07-01 12:02,706.0,719.3,3183,130,145,130,545,2566.50,3655.52,1,770.23,1089.02,0.00,15523,1,130,
14992,2017-07-01,2017-07-01 11:57,701.0,719.3,9553,97,131,97,143,4908.62,4908.62,1,4908.62,0.00,0.00,15049,1,97,
15049,2017-07-01,2017-07-01 11:58,702.0,719.3,9553,97,131,97,143,4908.62,4908.62,1,4908.62,0.00,0.00,14992,0,97,
15270,2017-07-01,2017-07-01 12:01,705.0,719.4,1485,379,16,381,16,2999.84,3175.34,1,986.03,175.50,1215.44,15668,2,683,
15385,2017-07-01,2017-07-01 12:03,707.0,719.4,904,27,543,27,543,3675.63,3675.63,1,3675.63,0.00,0.00,15394,1,27,
14847,2017-07-01,2017-07-01 11:54,698.0,719.4,209,335,397,335,407,4925.81,4925.81,1,1948.07,0.00,0.00,14821,0,335,
14410,2017-07-01,2017-07-01 11:47,691.0,719.4,14522,196,141,196,141,7955.98,8570.30,1,6230.42,614.32,614.74,14389,0,196,
15110,2017-07-01,2017-07-01 11:59,703.0,719.4,1414,331,313,330,313,4906.37,5441.59,1,3707.18,535.22,0.00,15008,0,331,
15286,2017-07-01,2017-07-01 12:01,705.0,719.4,1122,582,77,650,526,3887.08,4455.31,1,3700.14,568.24,755.18,15288,1,582,
15681,2017-07-01,2017-07-01 12:07,711.0,719.4,1436,353,219,353,505,2470.30,2470.30,1,2470.30,0.00,0.00,15624,0,353,
15281,2017-07-01,2017-07-01 12:01,705.0,719.4,694,335,107,335,107,3974.23,3974.23,1,3974.23,0.00,0.00,15311,1,335,
14571,2017-07-01,2017-07-01 11:50,694.0,719.5,475,354,27,354,276,7058.02,7979.17,1,5097.60,921.16,0.00,14577,1,354,
14196,2017-07-01,2017-07-01 11:43,687.0,719.5,2713,311,26,115,26,7935.08,9230.25,1,1843.21,1295.17,665.23,14536,2,113,
14434,2017-07-01,2017-07-01 11:47,691.0,719.5,5548,543,68,549,7,4752.59,6236.44,1,2189.34,1483.85,1419.21,13955,0,543,
15472,2017-07-01,2017-07-01 12:04,708.0,719.5,1438,84,393,84,233,3239.68,3239.68,1,2051.98,0.00,1187.69,15601,1,84,
15763,2017-07-01,2017-07-01 12:09,713.0,719.5,1135,219,224,219,675,1622.01,1622.01,1,1622.01,0.00,629.39,15705,0,219,
14116,2017-07-01,2017-07-01 11:42,686.0,719.5,956,77,68,77,7,7452.62,8757.50,1,5955.67,1304.87,0.00,14029,0,77,
15618,2017-07-01,2017-07-01 12:07,711.0,719.6,158,105,10,105,10,2775.88,2775.88,1,2110.77,0.00,0.00,15603,0,105,
14211,2017-07-01,2017-07-01 11:44,688.0,719.6,3945,353,347,352,200,8064.04,8529.66,1,6424.30,465.63,0.00,14293,1,353,
15151,2017-07-01,2017-07-01 11:59,703.0,719.6,2010,295,224,298,216,4007.92,4784.90,1,2627.99,776.98,0.00,15060,0,295,
16172,2017-07-01,2017-07-01 12:14,718.0,719.6,5363,84,394,84,394,539.07,539.07,1,539.07,0.00,0.00,16140,0,84,
15021,2017-07-01,2017-07-01 11:57,701.0,719.6,4002,10,609,10,610,5049.85,5049.85,1,1148.60,0.00,977.24,14799,0,10,
14108,2017-07-01,2017-07-01 11:42,686.0,719.7,2909,68,236,69,236,8448.30,9833.08,1,4863.12,1384.78,0.00,14054,0,68,
15752,2017-07-01,2017-07-01 12:09,713.0,719.7,1312,498,353,283,351,1585.23,1585.23,1,1585.23,0.00,0.00,15889,1,498,
15405,2017-07-01,2017-07-01 12:03,707.0,719.7,1108,582,663,650,666,3087.34,3087.34,1,2332.17,0.00,755.18,15424,1,582,
15424,2017-07-01,2017-07-01 12:04,708.0,719.7,270,314,663,314,663,2332.17,2332.17,1,2332.17,0.00,755.18,15405,0,314,
15669,2017-07-01,2017-07-01 12:07,711.0,719.7,539,10,16,215,16,2089.92,2089.92,1,2089.92,0.00,0.00,15810,1,10,
15390,2017-07-01,2017-07-01 12:03,707.0,719.7,583,224,310,224,712,2697.71,3429.35,1,2317.77,731.64,974.37,14807,0,224,
14385,2017-07-01,2017-07-01 11:46,690.0,719.7,7755,26,145,26,545,7310.92,7310.92,1,3125.60,0.00,2050.10,14120,0,26,
15308,2017-07-01,2017-07-01 12:02,706.0,719.8,1605,105,4,109,255,3376.62,3376.62,1,1979.45,-0.00,0.00,15536,1,105,
15300,2017-07-01,2017-07-01 12:01,705.0,719.8,326,473,9,349,9,3883.10,4136.84,1,2665.55,253.74,0.00,15148,0,473,
15334,2017-07-01,2017-07-01 12:02,706.0,719.8,27994,290,126,290,151,2172.99,3147.66,1,1084.98,974.67,1016.16,15709,2,292,
15408,2017-07-01,2017-07-01 12:03,707.0,719.8,710,473,6,581,6,2477.77,2903.16,1,1684.79,425.39,212.70,15821,2,99,
14384,2017-07-01,2017-07-01 11:46,690.0,719.8,7875,219,348,223,348,6968.45,8156.53,1,5348.22,1188.08,659.83,14490,1,219,
14132,2017-07-01,2017-07-01 11:42,686.0,719.8,6210,353,196,353,197,9158.23,9158.23,1,8064.04,0.00,0.00,14099,0,353,
14554,2017-07-01,2017-07-01 11:49,693.0,719.8,794,314,596,314,594,6267.08,7270.89,1,4240.84,1003.81,644.31,14513,0,314,
14792,2017-07-01,2017-07-01 11:53,697.0,719.8,10296,668,16,668,16,4645.05,5201.28,1,563.32,556.23,552.78,14039,0,668,
15497,2017-07-01,2017-07-01 12:05,709.0,719.9,2337,302,558,695,551,2431.19,2431.19,1,2431.19,0.00,0.00,15512,1,302,
15512,2017-07-01,2017-07-01 12:05,709.0,719.9,2337,302,558,695,551,2431.19,2431.19,1,2431.19,0.00,0.00,15497,0,302,
15117,2017-07-01,2017-07-01 11:59,703.0,719.9,48,335,380,335,338,4274.79,4933.44,1,2097.58,658.65,0.00,15059,0,335,
15099,2017-07-01,2017-07-01 11:58,702.0,719.9,204,77,335,77,335,3933.28,3947.93,1,2827.29,14.65,0.00,15176,1,77,
15476,2017-07-01,2017-07-01 12:04,708.0,719.9,2734,10,663,79,663,2122.50,2122.50,1,2122.50,0.00,1323.86,15187,0,10,
14647,2017-07-01,2017-07-01 11:51,695.0,719.9,2049,6,379,100,381,7191.65,7191.65,1,7191.65,0.00,427.48,14322,0,6,
15053,2017-07-01,2017-07-01 11:58,702.0,719.9,434,313,16,316,16,4677.21,4677.21,1,4677.21,0.00,1033.28,14969,0,313,
15295,2017-07-01,2017-07-01 12:01,705.0,720.0,3589,379,236,381,17,3486.59,3486.59,1,2079.82,0.00,20.00,15724,2,91,
15367,2017-07-01,2017-07-01 12:03,707.0,720.0,1733,32,10,296,10,4494.47,4494.47,1,4494.47,0.00,0.00,15287,0,32,
14606,2017-07-01,2017-07-01 11:50,694.0,720.0,16493,77,448,77,450,6751.98,6751.98,1,514.60,0.00,939.03,15883,2,97,
14171,2017-07-01,2017-07-01 11:43,687.0,720.0,13208,380,508,378,508,9981.62,10438.62,1,1170.86,457.00,252.51,13143,0,380,
15383,2017-07-01,2017-07-01 12:03,707.0,720.1,610,32,123,291,123,3775.20,3775.20,1,3775.20,0.00,0.00,15430,1,32,
15430,2017-07-01,2017-07-01 12:04,708.0,720.1,610,32,123,291,123,3775.20,3775.20,1,3775.20,0.00,0.00,15383,0,32,
14418,2017-07-01,2017-07-01 11:47,691.0,720.1,10368,328,280,328,350,7266.71,7780.83,1,4944.97,514.12,257.06,15098,2,329,
14827,2017-07-01,2017-07-01 11:54,698.0,720.1,43,27,334,27,334,7051.21,7051.21,1,4294.32,0.00,0.00,14865,1,27,
15233,2017-07-01,2017-07-01 12:01,705.0,720.1,2172,11,224,11,216,3555.88,4409.80,1,3435.43,853.92,906.05,15224,0,11,
15579,2017-07-01,2017-07-01 12:06,710.0,720.1,1082,522,558,522,565,2416.31,2416.31,1,937.92,0.00,0.00,14883,0,522,
14745,2017-07-01,2017-07-01 11:52,696.0,720.1,411,335,394,335,394,5574.44,5574.44,1,1948.07,0.00,0.00,14760,1,335,
15245,2017-07-01,2017-07-01 12:01,705.0,720.2,988,84,331,84,331,3644.95,4336.77,1,2555.60,691.82,0.00,15252,1,84,
14723,2017-07-01,2017-07-01 11:52,696.0,720.2,4703,20,473,20,581,6338.18,6338.18,1,6338.18,0.00,0.00,14844,1,20,
14268,2017-07-01,2017-07-01 11:44,688.0,720.2,28434,5,525,5,525,8560.08,9609.57,1,5777.83,1049.49,0.00,14156,0,5,
15094,2017-07-01,2017-07-01 11:58,702.0,720.2,505,331,397,110,397,2818.93,4116.18,1,648.63,1297.26,1204.92,15882,2,385,
15193,2017-07-01,2017-07-01 12:00,704.0,720.2,1081,10,353,10,351,3974.43,3974.43,1,3067.48,-0.00,658.63,14973,0,10,
15240,2017-07-01,2017-07-01 12:01,705.0,720.2,3527,10,107,10,248,3121.79,3121.79,1,707.21,0.00,793.43,15842,2,382,
14145,2017-07-01,2017-07-01 11:43,687.0,720.2,8239,588,242,588,242,9448.65,9872.53,1,1650.99,423.87,0.00,14287,1,588,
15139,2017-07-01,2017-07-01 11:59,703.0,720.3,6725,673,280,673,280,5132.77,5132.77,1,5132.77,0.00,0.00,15220,1,673,
15220,2017-07-01,2017-07-01 12:00,704.0,720.3,6725,673,280,673,280,5132.77,5132.77,1,5132.77,0.00,0.00,15139,0,673,
15461,2017-07-01,2017-07-01 12:04,708.0,720.3,1450,588,295,588,667,3895.73,3895.73,1,2985.21,-0.00,0.00,15345,0,588,
14086,2017-07-01,2017-07-01 11:42,686.0,720.3,22001,4,170,4,170,10158.76,10899.67,1,5740.46,740.91,0.00,14140,1,4,
14714,2017-07-01,2017-07-01 11:52,696.0,720.3,3855,3,558,3,146,5365.75,5407.18,1,1209.99,41.43,995.95,14588,0,3,
15075,2017-07-01,2017-07-01 11:58,702.0,720.3,1280,302,331,76,330,3697.43,4909.67,1,1010.82,1212.24,358.57,14562,0,302,
14988,2017-07-01,2017-07-01 11:57,701.0,720.3,5706,131,84,144,595,5663.18,5663.18,1,5119.98,0.00,543.20,15119,1,131,
15119,2017-07-01,2017-07-01 11:59,703.0,720.3,3758,130,84,130,83,5119.98,5119.98,1,5119.98,0.00,543.20,14988,0,130,
14678,2017-07-01,2017-07-01 11:51,695.0,720.3,9843,397,145,407,545,8414.46,8414.46,1,7765.83,0.00,648.63,14728,1,397,
15467,2017-07-01,2017-07-01 12:04,708.0,720.3,37,105,224,105,675,3919.77,3919.77,1,2110.77,0.00,0.00,15416,0,105,
15454,2017-07-01,2017-07-01 12:04,708.0,720.4,904,27,543,27,543,3675.63,3675.63,1,3675.63,0.00,0.00,15455,1,27,
15161,2017-07-01,2017-07-01 11:59,703.0,720.4,9010,673,97,673,97,4935.53,4935.53,1,4935.53,0.00,0.00,15076,0,673,
15432,2017-07-01,2017-07-01 12:04,708.0,720.4,2546,535,335,339,335,3475.75,3686.06,1,1578.55,210.31,665.11,15470,1,535,
14594,2017-07-01,2017-07-01 11:50,694.0,720.4,3279,588,250,588,252,6186.23,6444.23,1,2583.14,258.00,0.00,14642,1,588,
14774,2017-07-01,2017-07-01 11:53,697.0,720.4,12454,588,246,588,246,6221.57,6447.67,1,3386.48,226.11,0.00,14661,0,588,
15302,2017-07-01,2017-07-01 12:02,706.0,720.4,4433,114,105,323,105,3642.30,4148.59,1,1849.03,506.30,0.00,14898,0,114,
14702,2017-07-01,2017-07-01 11:52,696.0,720.4,212,105,33,105,33,5777.07,7217.64,1,3960.46,1440.57,0.00,14684,0,105,
14506,2017-07-01,2017-07-01 11:48,692.0,720.4,6416,31,310,285,310,6581.58,7255.25,1,1659.35,673.67,624.86,14182,0,31,
14081,2017-07-01,2017-07-01 11:41,685.0,720.4,6392,348,114,348,114,8517.93,9185.87,1,5594.13,667.94,533.46,13962,0,348,
15666,2017-07-01,2017-07-01 12:07,711.0,720.4,12,105,80,109,382,2719.73,2719.73,1,2719.73,0.00,0.00,15637,0,105,
15488,2017-07-01,2017-07-01 12:05,709.0,720.5,562,367,80,368,93,3087.46,3087.46,1,3087.46,0.00,0.00,15077,0,367,
15239,2017-07-01,2017-07-01 12:01,705.0,720.5,11464,174,6,153,198,4687.00,4745.03,1,3402.37,58.02,670.33,15341,1,174,
14881,2017-07-01,2017-07-01 11:55,699.0,720.5,321,105,394,105,394,4155.50,5628.59,1,2927.98,1473.09,437.59,14670,0,105,
15293,2017-07-01,2017-07-01 12:01,705.0,720.5,4169,638,313,636,313,3413.44,4300.99,1,1865.93,887.56,420.00,14949,0,638,
15858,2017-07-01,2017-07-01 12:10,714.0,720.5,1873,280,655,273,333,1016.41,1016.41,1,1016.41,0.00,0.00,16085,1,280,
15619,2017-07-01,2017-07-01 12:07,711.0,720.6,1801,532,131,132,550,2730.34,2730.34,1,2730.34,0.00,0.00,15344,0,532,
15111,2017-07-01,2017-07-01 11:59,703.0,720.6,3427,158,10,158,10,4789.19,4789.19,1,3638.50,0.00,766.16,15392,2,687,
15834,2017-07-01,2017-07-01 12:10,714.0,720.6,2244,328,393,328,247,1544.52,1544.52,1,1544.52,0.00,0.00,15805,0,328,
15748,2017-07-01,2017-07-01 12:09,713.0,720.6,390,27,614,27,614,2302.75,2302.75,1,2302.75,0.00,0.00,15754,1,27,
14867,2017-07-01,2017-07-01 11:54,698.0,720.6,9389,498,295,283,295,6309.96,6309.96,1,6309.96,0.00,0.00,14811,0,498,
14904,2017-07-01,2017-07-01 11:55,699.0,720.6,5772,20,1,20,1,4783.41,5814.19,1,4783.41,1030.78,519.72,15140,2,193,
16095,2017-07-01,2017-07-01 12:13,717.0,720.6,1211,9,10,213,10,658.63,658.63,1,658.63,0.00,655.83,16071,0,9,
14889,2017-07-01,2017-07-01 11:55,699.0,720.6,829,27,508,27,508,5302.05,6322.01,1,4191.36,1019.96,510.74,15387,2,170,
15769,2017-07-01,2017-07-01 12:09,713.0,720.7,1142,335,328,356,375,2097.58,2097.58,1,2097.58,0.00,0.00,15742,0,335,
15959,2017-07-01,2017-07-01 12:11,715.0,720.7,7070,463,522,546,664,1612.59,1612.59,1,937.92,0.00,674.68,15971,1,463,
15971,2017-07-01,2017-07-01 12:11,715.0,720.7,3337,663,522,672,522,937.92,937.92,1,937.92,0.00,674.68,15959,0,663,
15365,2017-07-01,2017-07-01 12:03,707.0,720.7,1236,80,367,382,496,3087.46,3865.78,1,1886.34,778.33,0.00,15323,0,80,
14493,2017-07-01,2017-07-01 11:48,692.0,720.7,2786,380,6,380,100,8123.10,8123.10,0,,,,,,,
15129,2017-07-01,2017-07-01 11:59,703.0,720.7,1226,479,80,479,93,4284.69,4824.92,1,2283.20,540.23,548.80,15126,0,479,
15809,2017-07-01,2017-07-01 12:09,713.0,720.8,8293,613,380,613,380,1127.00,1127.00,1,617.79,0.00,235.16,16082,2,612,
14451,2017-07-01,2017-07-01 11:48,692.0,720.8,3060,130,348,130,348,6651.03,6651.03,0,,,,,,,
15719,2017-07-01,2017-07-01 12:08,712.0,720.8,11705,624,204,624,205,2401.37,2401.37,1,2401.37,0.00,0.00,15675,0,624,
14612,2017-07-01,2017-07-01 11:50,694.0,720.8,5591,33,532,33,532,5955.65,7412.44,1,1473.84,1456.79,0.00,14634,1,33,
15475,2017-07-01,2017-07-01 12:04,708.0,720.8,2401,313,427,313,436,2352.86,2615.73,1,1898.70,262.87,548.80,15242,0,313,
15495,2017-07-01,2017-07-01 12:05,709.0,720.8,152,532,27,132,276,2664.85,2664.85,0,,,,,,,
14955,2017-07-01,2017-07-01 11:56,700.0,720.8,1011,314,34,314,34,4648.53,5667.92,1,4233.77,1019.39,0.00,14846,0,314,
15817,2017-07-01,2017-07-01 12:09,713.0,720.9,3457,302,97,96,97,2428.56,2428.56,1,2428.56,0.00,0.00,15736,0,302,
15156,2017-07-01,2017-07-01 11:59,703.0,720.9,167,27,586,27,586,4425.60,5442.45,1,2302.75,1016.86,0.00,15154,0,27,
15236,2017-07-01,2017-07-01 12:01,705.0,720.9,1086,588,354,588,360,3698.63,3698.63,1,3698.63,0.00,0.00,15419,1,588,
15054,2017-07-01,2017-07-01 11:58,702.0,720.9,257,27,313,27,313,6203.46,6203.46,1,3638.50,0.00,0.00,15116,1,27,
14941,2017-07-01,2017-07-01 11:56,700.0,720.9,8025,668,80,668,382,5126.03,5466.05,1,4902.74,340.02,278.11,15197,2,667,
15203,2017-07-01,2017-07-01 12:00,704.0,721.0,1009,311,313,112,313,2900.67,4245.11,1,930.12,1344.44,0.00,15299,1,311,
15219,2017-07-01,2017-07-01 12:00,704.0,721.0,123,582,380,582,378,4197.15,4996.02,1,4240.84,798.86,755.18,15253,1,582,
15872,2017-07-01,2017-07-01 12:10,714.0,721.0,5047,479,2,315,2,2004.67,2004.67,1,2004.67,0.00,0.00,15862,0,479,
14996,2017-07-01,2017-07-01 11:57,701.0,721.0,479,314,15,314,206,5423.11,5423.11,1,1677.59,0.00,224.21,14317,0,314,
14796,2017-07-01,2017-07-01 11:53,697.0,721.1,7037,56,33,56,299,6278.29,6278.29,1,6278.29,0.00,0.00,14816,1,56,
14816,2017-07-01,2017-07-01 11:54,698.0,721.1,7037,56,33,56,299,6278.29,6278.29,1,6278.29,0.00,0.00,14796,0,56,
15268,2017-07-01,2017-07-01 12:01,705.0,721.1,16326,95,439,95,440,4031.30,4031.30,1,4031.30,0.00,0.00,15276,1,95,
16138,2017-07-01,2017-07-01 12:14,718.0,721.1,201,331,380,331,611,1035.22,1035.22,1,1035.22,0.00,0.00,15950,0,331,
15643,2017-07-01,2017-07-01 12:07,711.0,721.1,1553,80,219,343,222,3068.23,3068.23,1,3068.23,0.00,0.00,15518,0,80,
14474,2017-07-01,2017-07-01 11:48,692.0,721.1,2642,26,310,26,309,7375.47,8819.91,1,5308.37,1444.44,771.92,14809,2,242,
15114,2017-07-01,2017-07-01 11:59,703.0,721.2,487,522,473,522,472,4341.40,4341.40,1,1897.16,0.00,414.40,15531,2,677,
14635,2017-07-01,2017-07-01 11:51,695.0,721.2,1503,311,443,311,443,6838.10,7103.45,1,1197.71,265.35,0.00,14861,1,311,
16055,2017-07-01,2017-07-01 12:13,717.0,721.2,56,77,380,77,329,861.44,861.44,1,861.44,0.00,0.00,16011,0,77,
15374,2017-07-01,2017-07-01 12:03,707.0,721.3,24455,652,379,652,379,4152.26,4152.26,1,3568.87,0.00,583.40,15376,1,652,
15671,2017-07-01,2017-07-01 12:07,711.0,721.3,1652,107,379,107,379,1878.07,1878.07,1,1878.07,0.00,1279.98,15639,0,107,
14499,2017-07-01,2017-07-01 11:48,692.0,721.4,11526,414,25,414,25,8088.57,9177.98,1,1809.42,1089.41,599.69,14532,1,414,
14802,2017-07-01,2017-07-01 11:53,697.0,721.4,10,314,27,314,276,5575.61,6188.98,1,5009.66,613.37,0.00,14914,1,314,
14717,2017-07-01,2017-07-01 11:52,696.0,721.4,764,105,280,105,350,6491.43,7445.87,1,2547.07,954.45,0.00,14608,0,105,
15764,2017-07-01,2017-07-01 12:09,713.0,721.4,13528,552,562,552,512,1349.09,1349.09,1,1349.09,0.00,738.79,14970,0,552,
14908,2017-07-01,2017-07-01 11:55,699.0,721.4,822,314,84,314,81,6032.71,6974.82,1,6219.65,942.11,755.18,14957,1,314,
14314,2017-07-01,2017-07-01 11:45,689.0,721.5,3094,335,274,357,274,8010.33,8975.49,1,593.74,965.16,0.00,14358,1,335,
14967,2017-07-01,2017-07-01 11:56,700.0,721.5,9215,11,95,11,95,5188.69,5228.69,1,3194.81,40.00,622.10,15458,2,91,
15691,2017-07-01,2017-07-01 12:08,712.0,721.5,1206,27,502,27,502,2980.77,2980.77,1,2980.77,0.00,0.00,15569,0,27,
15747,2017-07-01,2017-07-01 12:09,713.0,721.5,5501,614,236,614,235,2481.27,2481.27,1,2481.27,0.00,0.00,15707,0,614,
15033,2017-07-01,2017-07-01 11:57,701.0,721.5,16713,719,302,719,96,6232.42,6232.42,1,6232.42,0.00,0.00,15097,1,719,
15097,2017-07-01,2017-07-01 11:58,702.0,721.5,16713,719,302,719,96,6232.42,6232.42,1,6232.42,0.00,0.00,15033,0,719,
14976,2017-07-01,2017-07-01 11:57,701.0,721.5,12225,30,560,293,560,5622.53,5735.30,1,3431.36,112.77,863.98,15435,2,31,
15301,2017-07-01,2017-07-01 12:01,705.0,721.5,2555,394,16,395,16,4880.54,4880.54,1,539.07,-0.00,559.07,14313,0,394,
16250,2017-07-01,2017-07-01 12:15,719.0,721.5,6320,522,517,522,517,740.80,740.80,1,740.80,0.00,0.00,16156,0,522,
15127,2017-07-01,2017-07-01 11:59,703.0,721.5,4377,27,593,27,600,4996.40,4996.40,1,4996.40,0.00,0.00,15133,1,27,
15415,2017-07-01,2017-07-01 12:03,707.0,721.5,9,27,80,27,80,3996.71,3996.71,1,3996.71,0.00,0.00,15386,0,27,
15539,2017-07-01,2017-07-01 12:05,709.0,721.5,1098,335,535,335,535,3496.76,3496.76,1,3496.76,0.00,0.00,15517,0,335,
15730,2017-07-01,2017-07-01 12:08,712.0,721.5,12608,394,392,395,254,2733.10,2733.10,1,648.63,0.00,539.07,15625,0,394,
15134,2017-07-01,2017-07-01 11:59,703.0,721.6,822,314,84,325,82,6032.71,6032.71,1,6032.71,0.00,0.00,15149,1,314,
14772,2017-07-01,2017-07-01 11:53,697.0,721.6,3134,10,529,215,279,6883.59,7131.84,1,4324.10,248.25,370.79,14529,0,10,
14788,2017-07-01,2017-07-01 11:53,697.0,721.6,1038,77,663,77,672,3888.26,5376.02,1,861.44,1487.76,325.01,14230,0,77,
15710,2017-07-01,2017-07-01 12:08,712.0,721.6,2039,414,394,414,394,2100.92,3300.30,1,2700.61,1199.39,599.69,15715,1,414,
15173,2017-07-01,2017-07-01 12:00,704.0,721.6,61,27,558,27,146,3256.53,4238.66,1,2208.57,982.13,813.34,15164,0,27,
14558,2017-07-01,2017-07-01 11:50,694.0,721.6,29289,446,167,446,167,8053.15,8053.15,0,,,,,,,
16028,2017-07-01,2017-07-01 12:12,716.0,721.6,2647,353,236,353,17,1557.75,1557.75,1,1557.75,0.00,0.00,16006,0,353,
14831,2017-07-01,2017-07-01 11:54,698.0,721.6,4586,56,95,56,95,5308.25,5308.25,1,4045.68,0.00,873.52,15108,2,355,
15538,2017-07-01,2017-07-01 12:05,709.0,721.6,239,582,335,582,485,2562.32,2562.32,1,950.30,0.00,0.00,15735,1,582,
15395,2017-07-01,2017-07-01 12:03,707.0,721.7,6294,393,114,233,317,2258.98,3327.29,1,1809.42,1068.31,0.00,15474,1,393,
15290,2017-07-01,2017-07-01 12:01,705.0,721.7,10823,404,117,384,117,1762.24,3216.66,1,1837.47,1454.42,613.03,14779,0,404,
15340,2017-07-01,2017-07-01 12:02,706.0,721.7,1722,313,77,316,340,4344.45,4344.45,1,3700.14,0.00,644.31,15468,1,313,
14370,2017-07-01,2017-07-01 11:46,690.0,721.7,25899,105,720,108,720,9851.91,9851.91,1,9132.58,0.00,0.00,14350,0,105,
15969,2017-07-01,2017-07-01 12:11,715.0,721.7,516,33,473,299,472,1084.22,1084.22,1,1084.22,0.00,970.04,15459,0,33,
15589,2017-07-01,2017-07-01 12:06,710.0,721.7,886,123,331,301,331,3118.36,3118.36,1,3118.36,0.00,0.00,15702,1,123,
15437,2017-07-01,2017-07-01 12:04,708.0,721.8,968,380,443,537,237,3877.05,3877.05,1,3877.05,0.00,0.00,15443,1,380,
14432,2017-07-01,2017-07-01 11:47,691.0,721.8,868,335,280,357,280,8260.04,8613.44,1,6464.28,353.40,786.44,14424,0,335,
15698,2017-07-01,2017-07-01 12:08,712.0,721.8,2900,130,219,130,223,1271.24,1271.24,1,1271.24,0.00,1406.56,15478,0,130,
15745,2017-07-01,2017-07-01 12:08,712.0,721.8,1680,48,9,41,225,2659.77,2659.77,1,2659.77,0.00,0.00,15804,1,48,
15068,2017-07-01,2017-07-01 11:58,702.0,721.8,19994,684,95,684,669,4046.90,4415.44,1,2248.46,368.54,978.71,15559,2,546,
15647,2017-07-01,2017-07-01 12:07,711.0,721.9,9748,517,95,516,74,1627.48,2686.81,1,655.67,1059.33,740.80,15513,0,517,
15079,2017-07-01,2017-07-01 11:58,702.0,721.9,6378,522,528,522,528,3741.19,4428.85,1,3070.25,687.66,265.89,15358,2,519,
14823,2017-07-01,2017-07-01 11:54,698.0,721.9,5014,265,224,266,675,5234.43,6699.63,1,2161.43,1465.20,1224.69,14367,0,265,
15704,2017-07-01,2017-07-01 12:08,712.0,722.0,440,313,10,316,10,2587.29,2587.29,1,2587.29,0.00,644.31,15608,0,313,
15485,2017-07-01,2017-07-01 12:05,709.0,722.0,39,77,105,77,105,2407.89,2922.01,1,861.44,514.12,608.56,14763,0,77,
15035,2017-07-01,2017-07-01 11:57,701.0,722.0,20,27,331,276,110,5792.67,5984.11,1,4557.71,191.44,0.00,15045,1,27,
14924,2017-07-01,2017-07-01 11:56,700.0,722.0,1706,473,50,581,59,4918.64,5759.41,1,2665.55,840.77,0.00,14943,1,473,
15534,2017-07-01,2017-07-01 12:05,709.0,722.1,610,32,123,291,123,3775.20,3775.20,1,3775.20,0.00,0.00,15552,1,32,
15948,2017-07-01,2017-07-01 12:11,715.0,722.1,9677,6,446,70,36,1280.99,1280.99,0,,,,,,,
15663,2017-07-01,2017-07-01 12:07,711.0,722.1,2399,379,10,381,215,1467.56,2782.01,1,658.63,1314.46,1320.94,15993,2,535,
15449,2017-07-01,2017-07-01 12:04,708.0,722.1,3693,3,50,53,50,1759.86,2784.34,1,717.03,1024.48,0.00,15597,1,3,
15537,2017-07-01,2017-07-01 12:05,709.0,722.1,110,236,27,236,282,4041.96,4041.96,1,4041.96,0.00,0.00,15570,1,236,
15570,2017-07-01,2017-07-01 12:06,710.0,722.1,110,236,27,17,276,4041.96,4041.96,1,4041.96,0.00,0.00,15537,0,236,
14658,2017-07-01,2017-07-01 11:51,695.0,722.1,6632,380,544,380,544,5559.35,7048.71,1,3047.91,1489.36,0.00,14705,1,380,
14916,2017-07-01,2017-07-01 11:55,699.0,722.1,7,335,27,357,276,6464.28,6464.28,1,2173.01,0.00,593.74,14838,0,335,
14741,2017-07-01,2017-07-01 11:52,696.0,722.1,5560,514,331,515,110,7064.46,7064.46,1,1717.02,0.00,0.00,15038,2,529,
15347,2017-07-01,2017-07-01 12:02,706.0,722.1,2622,16,588,134,588,4654.34,4796.63,1,3292.14,142.29,0.00,15072,0,16,
